"Country","Education","Supernatural.Beliefs","Religious.Formation","Belief.In.God","Religious.Practice","Year"
"israel",8,0.653296903750269,0.622968425201757,0.394796871854842,0.161104107154954,"2008"
"israel",6,0.0379165528985076,0.931835645338324,0.473036535884363,0.621824199744389,"2008"
"israel",6,0.951291818594942,0.140570531824771,0.433972587364085,0.131311778787931,"2008"
"israel",6,0.936373204795548,0.760426097708397,0.0130451010469194,0.218987860359308,"2008"
"israel",8,0.0515507137611561,0.920861474349913,0.0459688355411753,0.88268734345062,"2008"
"israel",6,0.141387707871368,0.891843199953141,0.0359436958300212,0.559227035852403,"2008"
"israel",7,0.60901457883163,0.745365170257256,0.0204210677821501,0.168386135045409,"2008"
"israel",7,0.203733620627066,0.359557488805595,0.0196469820618624,0.248541336769914,"2008"
"israel",8,0.93966140337569,0.386123053192999,0.0130129017354537,0.128937466701507,"2008"
"israel",5,0.540291612457859,0.870806133721895,0.737444261972222,0.789506723430287,"2008"
"israel",5,0.0273435788443738,0.888753651126274,0.904946603286559,0.528603712600983,"2008"
"israel",5,0.256556869656129,0.9252452553409,0.0334764366591408,0.290836854471701,"2008"
"israel",5,0.0497481496167556,0.904527316073666,0.96122970666889,0.510665210755461,"2008"
"israel",5,0.640837683467942,0.797939939650352,0.183963864508735,0.0535573918799275,"2008"
"israel",8,0.0605520658015897,0.886911238060763,0.970247033722559,0.401865833253913,"2008"
"israel",5,0.629381884640038,0.862629678508138,0.209610178021588,0.267021624961302,"2008"
"israel",5,0.928348235514449,0.850121977304827,0.017822775666602,0.238911179769904,"2008"
"israel",8,0.978264724088701,0.229052324147407,0.0581933626292324,0.0217946865355672,"2008"
"israel",6,0.76166121315316,0.108645635531751,0.0131207465154925,0.126452006607838,"2008"
"israel",6,0.352888645038558,0.863077389025332,0.039582959737621,0.138903488648137,"2008"
"israel",7,0.388048122240837,0.345960056956674,0.016906347628265,0.0586619088539277,"2008"
