"Country","Education","Supernatural.Beliefs","Religious.Formation","Belief.In.God","Religious.Practice","Year"
"hungary",4,0.0427433549349923,0.904692513077942,0.0360968206386706,0.628495046682348,"2008"
"hungary",5,0.149449910359225,0.892193952667757,0.476987620452169,0.228208343524541,"2008"
"hungary",3,0.889799646399778,0.882004708252702,0.0172754571904561,0.161361567091258,"2008"
"hungary",4,0.935878343724792,0.559499413265744,0.0229466714473994,0.400488926409599,"2008"
"hungary",6,0.967093687225922,0.0742030263292593,0.720858645351022,0.104113164884557,"2008"
"hungary",6,0.68005177044572,0.102153275906796,0.398772865179163,0.0698158867718012,"2008"
"hungary",4,0.488475912368014,0.662144552255001,0.0264339363147307,0.149694424160799,"2008"
"hungary",8,0.365680249009187,0.90396139558111,0.0167063545428974,0.244891213705332,"2008"
"hungary",8,0.955150132263493,0.0461398183906316,0.600320236249433,0.0900924659352686,"2008"
"hungary",5,0.975291465309572,0.0449678430085755,0.0173083723392127,0.023790700479163,"2008"
"hungary",7,0.67451881467237,0.118177787126282,0.0295609442190174,0.0642929302191769,"2008"
"hungary",5,0.909436393579803,0.191865992576215,0.0333365402986154,0.126191202404032,"2008"
"hungary",6,0.289986301678293,0.839812485853145,0.0272944497094341,0.30654382150627,"2008"
"hungary",6,0.986786606420826,0.0299931728472765,0.939478661618643,0.0425481161138307,"2008"
"hungary",5,0.923490546778428,0.834289909101778,0.0114603180381522,0.020861562100182,"2008"
"hungary",4,0.918092259276062,0.861656232852107,0.81938143529391,0.236714104809722,"2008"
"hungary",4,0.639974331148516,0.430865156255889,0.02610212415534,0.18461555005926,"2008"
"hungary",8,0.788311665548296,0.206844068816916,0.0173589788385229,0.085256558468927,"2008"
"hungary",7,0.412474991856848,0.599856516715091,0.0189620413504814,0.0923336122544465,"2008"
"hungary",5,0.965541454431571,0.0878050959046329,0.710606617828742,0.104363101729297,"2008"
"hungary",6,0.976926477705749,0.0439135378811397,0.0102853103538044,0.0438585549167497,"2008"
"hungary",5,0.975787934072338,0.0479790031194068,0.0116198534046129,0.039858333449551,"2008"
"hungary",5,0.965507609986211,0.0597061487179713,0.0258210897938562,0.0906543406877598,"2008"
"hungary",5,0.949275019609494,0.645289599299456,0.01348273615221,0.119937283118839,"2008"
"hungary",4,0.65358675943271,0.550954642936146,0.0397612216451787,0.143388449196523,"2008"
"hungary",5,0.414853041907302,0.633126958341002,0.124822523559428,0.172493713609297,"2008"
"hungary",4,0.0738090325638691,0.713609680171563,0.270739582853987,0.262716216157126,"2008"
"hungary",4,0.953435296322904,0.0843185003208935,0.029302067102696,0.0738873245924015,"2008"
"hungary",5,0.0484762470795114,0.751402903935063,0.286123762943235,0.453911828296716,"2008"
"hungary",4,0.609941261085767,0.613606351578532,0.266062929935693,0.393169476208943,"2008"
"hungary",4,0.957699048889357,0.092584243679572,0.0193144075686146,0.107242668602076,"2008"
"hungary",5,0.485381386439356,0.667091947941036,0.0254153883351803,0.377602967436896,"2008"
"hungary",4,0.926509731119743,0.863404045196507,0.0167056271892209,0.274927579375446,"2008"
"hungary",4,0.380477493249946,0.841976896301727,0.0372401727342013,0.144545513206366,"2008"
"hungary",4,0.968697846984245,0.0443279577961676,0.490197201008937,0.0455996801502337,"2008"
"hungary",4,0.643425894144923,0.818143549791866,0.484128613473416,0.126717115536504,"2008"
"hungary",8,0.969597347965929,0.039655854997555,0.39093074000696,0.0535718172093429,"2008"
"hungary",5,0.3718030561506,0.832143873636026,0.0766385290783644,0.203340151884969,"2008"
"hungary",8,0.31825260069623,0.846512889664405,0.509913308931405,0.425473000513103,"2008"
"hungary",6,0.713264088886289,0.0487908880377741,0.0322054365601793,0.0974888894359911,"2008"
"hungary",8,0.645021489028294,0.304082137788162,0.0297407942112283,0.101968593941614,"2008"
"hungary",8,0.96692371143412,0.0895068753136624,0.0148227542351421,0.0381895512159987,"2008"
"hungary",5,0.607449861414359,0.847036558590608,0.0201133628354791,0.0463352963724089,"2008"
"hungary",6,0.981156277660683,0.0402240310411829,0.0138440162967447,0.0417453395784015,"2008"
"hungary",6,0.673697307199052,0.164865789600386,0.0257775795865785,0.149331440368784,"2008"
"hungary",8,0.946194564688613,0.0582329442536319,0.0170497849857766,0.0454246401621341,"2008"
"hungary",6,0.449976738415519,0.347263686711405,0.0350132189277307,0.23797876898193,"2008"
"hungary",6,0.979156832362236,0.0424059360657464,0.0151404742939301,0.0320109387046264,"2008"
"hungary",6,0.953105496387448,0.674920295446851,0.0270545935939815,0.0248431561890779,"2008"
"hungary",7,0.976334718679893,0.0384373281095813,0.201736555472479,0.036783927340098,"2008"
"hungary",7,0.332939241738265,0.853193757415573,0.0490832415216271,0.461737919245396,"2008"
"hungary",7,0.658103811798907,0.413109348893977,0.0201929668526749,0.302710586639408,"2008"
"hungary",6,0.965055707666687,0.059814190220417,0.0219746280139853,0.0511454522751513,"2008"
"hungary",5,0.0589798909966276,0.890333966224245,0.0565543364859031,0.43666137639661,"2008"
